idade,rendimento,anos_emprego,montante_emprestimo,taxa_juro,percentagem_rendimento,historico_credito,habitacao,finalidade_emprestimo,classe_emprestimo,historico_incumprimento,estado_emprestimo
21.0,54551.02,21.4,298680.15,8.81,5.475,19.7,hipoteca,negocio,A,nao,0
30.0,75931.31,9.9,215899.73,11.01,2.843,10.9,propria,negocio,D,nao,1
23.0,79685.31,14.2,155712.04,21.87,1.954,17.9,outra,pessoal,A,nao,0
51.0,104878.63,18.4,70971.16,16.4,0.677,5.8,,negocio,A,nao,0
34.0,104644.14,0.9,257361.21,5.96,2.459,10.6,arrendada,saude,C,nao,1
34.0,64119.59,24.9,259196.16,10.11,4.042,2.7,arrendada,saude,C,nao,1
66.0,45472.95,20.1,130352.93,8.5,2.867,9.6,propria,habitacao,A,nao,0
63.0,53646.7,12.9,237707.88,10.53,4.431,7.8,outra,pessoal,D,nao,1
44.0,71153.44,22.6,201673.29,31.72,2.834,16.5,arrendada,saude,A,nao,1
42.0,84627.51,8.8,73764.37,7.75,0.872,16.1,hipoteca,negocio,A,nao,0
54.0,93567.04,,142916.16,22.3,1.527,15.1,outra,educacao,A,nao,0
46.0,79841.49,6.2,119431.72,22.5,1.496,12.5,outra,pessoal,A,nao,0
42.0,36906.69,20.4,255649.73,5.75,6.927,7.5,outra,saude,B,nao,0
65.0,54863.88,16.9,120497.53,16.5,2.196,12.9,outra,educacao,A,nao,0
21.0,52938.6,28.3,79809.68,7.61,1.508,14.6,arrendada,saude,C,nao,0
64.0,28958.15,15.8,194769.93,7.53,6.726,14.7,outra,habitacao,C,sim,1
35.0,71514.78,23.2,907814.2,21.06,2.539,10.3,outra,negocio,C,nao,1
38.0,41106.96,8.6,93038.97,17.97,2.263,18.4,propria,educacao,B,nao,0
49.0,92019.22,1.2,115043.0,30.62,1.25,1.8,arrendada,educacao,B,nao,0
28.0,96816.01,3.7,264934.13,31.8,2.736,4.8,outra,educacao,C,nao,1
26.0,40976.2,25.5,248301.33,28.18,6.06,2.8,arrendada,saude,B,nao,1
58.0,108394.31,16.8,160621.76,12.79,1.482,8.8,arrendada,negocio,D,nao,0
56.0,72121.45,4.3,266882.83,7.05,3.7,13.3,propria,habitacao,B,sim,1
29.0,57266.97,17.3,12820.67,27.2,0.224,10.6,hipoteca,habitacao,B,nao,0
25.0,63915.27,25.4,40336.77,23.33,0.631,10.8,arrendada,habitacao,A,nao,0
34.0,65297.43,26.4,51879.69,19.78,0.795,14.8,propria,habitacao,A,sim,0
65.0,113317.04,4.9,157694.54,26.53,1.392,13.9,hipoteca,negocio,D,nao,1
33.0,86723.32,25.1,129469.58,23.56,1.493,3.4,propria,negocio,C,nao,1
31.0,61721.92,6.9,187471.18,17.2,3.037,7.3,hipoteca,educacao,C,nao,1
37.0,116027.82,3.8,276335.37,6.95,2.382,2.6,hipoteca,educacao,C,sim,1
50.0,70118.21,23.5,276743.26,8.01,3.947,17.9,arrendada,saude,B,nao,0
33.0,103215.72,13.3,225957.49,,2.189,17.0,hipoteca,pessoal,D,sim,1
60.0,84307.63,0.8,230776.04,12.52,2.737,19.1,arrendada,pessoal,A,nao,0
50.0,68465.15,,116419.55,,0.34,17.4,outra,saude,A,nao,0
64.0,68621.84,23.9,90068.59,19.59,1.313,18.0,outra,negocio,A,nao,0
44.0,110700.32,14.1,134784.75,25.36,1.218,3.2,,habitacao,C,nao,1
67.0,60608.45,2.1,8410.45,6.48,0.139,10.5,propria,negocio,B,nao,0
38.0,118028.49,2.9,299112.79,24.09,2.534,18.4,arrendada,educacao,D,nao,1
34.0,117001.9,3.7,8496.46,29.99,0.073,16.6,,negocio,D,sim,1
41.0,83743.57,13.7,223292.77,21.02,2.666,17.6,outra,habitacao,B,nao,1
42.0,82696.47,27.9,43827.55,29.5,0.53,11.4,propria,habitacao,D,nao,1
61.0,86757.77,12.1,7782.96,6.16,0.09,19.5,propria,habitacao,A,nao,0
36.0,22423.12,14.9,54954.35,,2.451,17.3,arrendada,habitacao,D,nao,1
67.0,76430.7,27.3,215931.89,16.68,2.825,4.8,arrendada,saude,A,nao,0
57.0,103897.51,15.7,287944.15,21.47,2.771,18.4,outra,habitacao,C,nao,1
42.0,52303.79,4.1,109284.75,,2.089,14.7,outra,saude,B,nao,0
46.0,89774.1,17.9,18156.35,6.02,0.202,4.9,,negocio,A,sim,0
30.0,103540.85,0.4,156426.32,24.23,1.511,3.0,hipoteca,saude,C,nao,1
28.0,21429.98,,112924.07,11.78,5.269,17.2,hipoteca,pessoal,A,nao,0
45.0,104948.73,8.5,102515.38,10.81,0.977,3.3,arrendada,pessoal,A,nao,0
44.0,101165.92,11.0,205507.02,20.95,2.031,16.4,hipoteca,habitacao,A,nao,1
67.0,48388.05,20.9,244674.12,19.53,5.056,14.9,propria,habitacao,C,nao,1
22.0,85930.9,17.9,246344.42,18.08,2.867,3.1,arrendada,educacao,B,nao,0
62.0,96664.18,17.7,18762.26,14.8,0.194,3.7,hipoteca,saude,B,nao,0
66.0,37765.17,0.7,222779.87,17.98,5.899,15.3,hipoteca,educacao,B,nao,0
69.0,100021.45,15.1,194252.24,26.29,1.942,1.9,propria,saude,A,nao,0
46.0,70491.05,6.2,207093.7,14.06,2.938,16.8,arrendada,habitacao,B,nao,0
64.0,61710.8,29.0,159046.89,16.71,2.577,19.7,,educacao,D,sim,1
35.0,88962.72,14.1,81016.11,11.02,0.911,15.2,hipoteca,educacao,A,nao,0
60.0,80072.0,9.5,11088.33,28.14,0.138,18.8,outra,educacao,B,nao,0
63.0,66980.15,21.6,29470.7,11.72,0.44,19.7,arrendada,saude,D,nao,0
61.0,63597.53,15.9,287109.69,12.62,4.514,4.1,propria,pessoal,B,nao,0
64.0,70746.67,12.7,162135.38,23.54,2.292,3.4,outra,habitacao,B,sim,1
65.0,37655.08,8.8,269830.5,,7.166,1.4,arrendada,habitacao,A,nao,0
45.0,42504.05,0.8,245991.43,21.03,5.787,3.9,outra,saude,A,nao,1
65.0,82807.72,9.0,23215.52,28.16,0.28,19.3,outra,saude,A,nao,0
42.0,71561.12,20.7,175132.82,,2.447,2.0,outra,habitacao,D,sim,1
39.0,106032.69,16.2,153617.41,7.92,1.449,19.3,,negocio,B,sim,0
26.0,72061.86,16.9,115428.67,29.93,1.602,4.4,propria,habitacao,D,nao,1
28.0,89911.65,5.0,38109.14,,0.424,14.8,arrendada,habitacao,A,nao,0
49.0,61527.79,7.0,85536.36,11.82,1.39,17.5,,pessoal,C,nao,0
67.0,60771.74,8.2,38946.47,16.1,0.641,14.0,hipoteca,educacao,B,nao,0
52.0,119120.06,3.7,28704.84,6.87,0.241,8.9,hipoteca,pessoal,D,nao,0
48.0,46828.41,23.4,27996.38,15.84,0.598,15.5,propria,habitacao,A,nao,0
55.0,103486.14,10.9,108114.76,18.26,1.045,2.0,hipoteca,educacao,B,nao,0
23.0,78107.7,22.3,171907.76,28.38,2.201,9.2,propria,negocio,A,nao,1
38.0,96429.71,26.4,298779.69,27.32,3.098,15.2,outra,habitacao,C,sim,1
29.0,89322.98,23.2,258545.25,11.96,2.894,11.1,propria,educacao,C,nao,1
50.0,71130.74,28.7,98863.29,19.16,1.39,12.1,outra,educacao,A,nao,0
34.0,63991.4,16.7,201687.63,11.97,3.152,12.2,outra,habitacao,D,nao,1
22.0,51725.2,8.5,229996.88,15.98,4.447,8.9,hipoteca,habitacao,C,sim,1
43.0,80874.52,,281702.88,15.35,3.483,13.7,outra,educacao,C,sim,1
27.0,27851.38,16.8,55288.84,12.07,1.985,1.9,propria,pessoal,C,nao,0
48.0,55900.85,18.2,283313.26,9.55,5.068,12.5,arrendada,pessoal,B,nao,0
36.0,63568.47,3.6,87197.56,23.22,1.372,7.1,outra,negocio,C,nao,1
27.0,2873.04,10.1,201703.65,8.52,70.206,6.0,hipoteca,negocio,A,nao,0
67.0,49784.54,11.7,54796.9,15.8,1.101,1.7,outra,negocio,D,nao,0
29.0,58058.85,26.8,157265.9,22.99,2.709,13.8,outra,educacao,D,nao,1
68.0,40094.5,16.0,207204.33,12.84,5.168,3.6,hipoteca,saude,A,nao,0
65.0,118318.92,14.6,248807.9,7.31,2.103,2.6,outra,negocio,D,nao,1
37.0,67262.02,13.1,281146.83,11.66,4.18,7.9,propria,negocio,D,sim,1
54.0,68524.6,1.6,16728.74,10.06,0.244,4.7,hipoteca,negocio,D,sim,1
29.0,79542.79,,225587.08,17.07,2.836,10.5,outra,negocio,B,nao,0
41.0,64706.71,27.8,281399.03,23.07,4.349,11.8,outra,pessoal,B,nao,1
36.0,84092.83,28.6,91819.94,5.39,1.092,5.1,hipoteca,educacao,B,nao,0
29.0,58415.58,22.2,71655.55,,1.227,14.4,propria,saude,A,sim,0
57.0,34311.03,25.5,43754.26,26.12,1.275,17.9,arrendada,educacao,C,nao,1
39.0,91464.2,,218862.61,8.43,2.393,13.1,,habitacao,C,nao,1
28.0,46691.08,6.4,196009.75,14.46,4.198,6.1,hipoteca,saude,D,sim,1
49.0,68120.81,0.1,136180.03,16.53,1.999,18.4,outra,saude,A,nao,0
32.0,62876.4,3.5,142766.26,6.08,2.271,9.9,arrendada,negocio,C,nao,1
63.0,70626.72,24.2,28367.09,,0.402,1.9,hipoteca,habitacao,B,nao,0
33.0,42469.53,18.0,73132.99,23.0,1.722,10.2,hipoteca,habitacao,C,nao,1
68.0,73748.46,2.4,64190.81,13.88,0.87,12.3,propria,negocio,A,nao,0
33.0,82654.12,2.4,19159.19,16.85,0.232,19.4,outra,educacao,A,sim,0
69.0,80746.03,9.1,118132.42,30.61,1.463,12.7,hipoteca,negocio,A,nao,0
31.0,55157.21,22.1,19489.32,31.16,0.353,3.7,hipoteca,negocio,A,nao,0
24.0,65143.03,15.3,265473.64,14.91,4.075,16.0,hipoteca,pessoal,B,nao,0
51.0,105018.45,7.8,73493.23,,0.7,19.3,hipoteca,habitacao,D,nao,0
64.0,53156.41,5.2,267294.03,14.67,5.028,16.8,hipoteca,pessoal,B,nao,0
23.0,138957.92,2.4,245805.86,9.91,1.769,15.3,outra,educacao,C,nao,0
37.0,48946.83,3.7,35923.96,15.82,0.734,14.1,hipoteca,educacao,C,nao,0
22.0,49238.78,12.7,11069.58,30.25,0.225,2.4,arrendada,pessoal,C,sim,1
62.0,66829.2,22.7,282760.15,11.13,4.231,7.2,outra,negocio,B,sim,1
22.0,89348.66,26.2,280436.0,25.69,3.139,15.3,outra,pessoal,A,nao,1
67.0,96287.48,26.6,124958.01,21.54,1.298,14.0,propria,saude,B,nao,0
67.0,88282.72,26.0,233379.36,24.74,2.644,13.6,hipoteca,pessoal,B,nao,1
59.0,74793.31,13.0,222102.69,16.36,2.97,18.2,outra,educacao,B,nao,0
69.0,81422.55,8.5,35947.38,20.38,0.441,19.5,outra,educacao,A,nao,0
49.0,92397.63,6.4,10107.6,31.85,0.109,11.0,outra,saude,B,nao,0
59.0,71645.35,24.5,209558.43,10.92,2.925,19.0,outra,saude,A,nao,0
25.0,74287.7,5.1,191527.87,5.74,2.578,11.1,propria,educacao,B,sim,1
47.0,103181.13,29.8,6262.7,,0.061,15.3,outra,educacao,B,nao,0
68.0,125139.4,21.9,67656.66,15.36,0.541,1.9,propria,educacao,A,nao,0
69.0,49205.29,17.2,88825.17,21.46,1.805,12.2,arrendada,saude,A,nao,0
63.0,107996.98,16.3,292235.62,14.86,2.706,5.7,outra,negocio,B,nao,0
36.0,90998.54,19.5,135415.19,12.41,1.488,9.1,hipoteca,habitacao,B,nao,0
57.0,87209.97,11.6,19216.17,22.9,0.22,19.8,arrendada,saude,B,nao,0
23.0,64293.15,3.4,55940.68,12.62,0.87,10.4,propria,pessoal,D,nao,0
56.0,98341.84,10.1,252273.0,24.59,2.565,15.4,outra,saude,A,nao,1
60.0,44779.44,15.8,145468.16,27.34,3.249,18.2,hipoteca,habitacao,B,nao,1
68.0,92304.14,25.9,30958.39,13.84,0.335,7.0,arrendada,educacao,C,nao,0
34.0,37068.41,,230379.71,21.88,6.215,9.3,propria,negocio,D,nao,1
63.0,33901.06,16.1,249933.4,20.1,7.372,1.3,hipoteca,negocio,B,nao,1
62.0,54329.08,,202429.74,12.02,3.726,18.7,hipoteca,habitacao,C,sim,1
26.0,86625.54,21.8,134105.95,24.89,1.548,17.3,arrendada,pessoal,A,nao,0
27.0,82148.81,23.5,256511.67,23.63,3.123,8.6,propria,negocio,B,nao,1
32.0,25609.08,25.7,139780.02,28.92,5.458,3.0,propria,habitacao,B,nao,1
41.0,57949.43,27.4,201841.29,,3.483,16.8,propria,pessoal,B,nao,0
54.0,82578.7,,129885.39,26.63,1.573,3.8,outra,habitacao,A,nao,0
37.0,53194.21,4.5,261337.39,5.25,4.913,2.4,propria,negocio,C,nao,1
34.0,132748.24,7.2,218577.38,20.64,1.647,10.3,propria,habitacao,A,nao,0
24.0,84954.05,7.2,260008.53,29.94,3.061,18.6,hipoteca,saude,B,nao,1
23.0,71144.15,22.8,253112.8,11.68,3.558,17.2,hipoteca,pessoal,D,nao,1
33.0,104355.05,5.6,202976.25,26.58,1.945,3.0,outra,pessoal,A,nao,0
41.0,61648.57,22.6,184675.0,11.46,2.996,12.6,,pessoal,C,nao,1
29.0,96156.11,19.6,201651.06,12.53,2.097,10.8,hipoteca,saude,C,sim,1
51.0,80590.27,11.3,264517.32,,3.282,18.0,arrendada,negocio,A,sim,1
63.0,124996.36,29.4,237958.66,31.51,1.904,13.0,outra,pessoal,C,sim,1
47.0,120298.28,21.6,115212.57,22.17,0.958,9.9,hipoteca,negocio,D,sim,1
37.0,80191.85,11.3,191182.58,11.23,2.384,3.4,propria,educacao,D,nao,1
21.0,108304.38,16.4,138424.71,22.9,1.278,12.0,arrendada,pessoal,A,nao,0
54.0,64746.17,10.3,119482.05,29.48,1.845,11.7,arrendada,educacao,A,sim,1
52.0,109986.82,26.7,114230.44,5.67,1.039,7.1,,negocio,D,nao,0
67.0,74043.68,9.0,93980.55,12.71,1.269,19.3,propria,habitacao,A,nao,0
21.0,139596.5,16.7,250248.69,23.91,1.793,6.5,outra,negocio,C,nao,1
53.0,74276.69,15.0,74271.62,5.75,1.0,12.2,hipoteca,pessoal,C,nao,0
55.0,130803.21,9.6,225610.84,17.86,1.725,6.1,,pessoal,D,sim,1
57.0,111917.07,22.7,55845.69,18.36,0.499,6.7,outra,habitacao,A,nao,0
56.0,49226.6,18.7,235486.18,,4.784,4.7,hipoteca,pessoal,B,nao,1
41.0,77439.34,26.8,273492.55,27.96,3.532,12.7,hipoteca,saude,B,nao,1
43.0,69308.39,23.7,288390.11,9.54,4.161,1.0,outra,pessoal,D,nao,1
21.0,54904.0,22.1,237351.63,24.22,4.323,3.8,hipoteca,habitacao,A,sim,1
22.0,51938.1,,189367.21,30.32,3.646,2.5,propria,educacao,B,nao,1
44.0,35037.75,13.1,29840.72,15.49,0.852,3.3,hipoteca,habitacao,C,nao,0
69.0,76437.11,15.1,52766.61,14.94,0.69,11.7,outra,negocio,A,nao,0
27.0,61070.95,15.0,32259.9,25.82,0.528,9.5,arrendada,saude,A,nao,0
59.0,88176.53,11.2,154552.07,31.8,1.753,5.3,arrendada,saude,A,nao,0
56.0,79000.13,20.3,169584.81,17.18,2.147,12.5,outra,habitacao,A,nao,0
59.0,100329.92,16.1,6006.51,16.93,0.06,13.4,hipoteca,educacao,B,nao,0
22.0,70131.8,1.9,31362.74,27.66,0.447,1.3,hipoteca,negocio,A,nao,0
35.0,70233.82,14.3,114615.72,13.49,1.632,11.9,outra,habitacao,A,sim,0
58.0,51303.83,10.8,71894.94,10.43,1.401,11.4,outra,habitacao,B,nao,0
50.0,63021.82,20.5,268320.61,31.82,4.258,4.7,hipoteca,educacao,C,nao,1
44.0,80222.71,28.5,20400.11,31.31,0.254,8.6,hipoteca,educacao,B,sim,1
53.0,35418.64,27.0,88186.47,19.63,2.49,4.3,outra,educacao,B,nao,0
59.0,92738.72,11.4,86048.71,12.77,0.928,7.0,propria,habitacao,B,nao,0
22.0,64753.94,13.6,90462.79,20.92,1.397,16.6,propria,saude,A,nao,0
55.0,82517.88,27.6,46630.43,29.59,0.565,17.2,outra,saude,A,nao,0
48.0,57324.18,2.4,19000.03,8.46,0.331,19.7,hipoteca,saude,C,sim,1
29.0,62955.92,25.3,279436.02,19.57,4.439,12.9,outra,saude,C,nao,1
66.0,78750.35,25.0,86827.36,13.07,1.103,9.1,hipoteca,educacao,A,sim,0
22.0,54866.26,16.1,15633.1,18.18,0.285,1.5,propria,saude,A,nao,0
23.0,51198.39,29.1,110047.02,,2.149,6.3,hipoteca,habitacao,A,nao,0
56.0,108850.68,,267316.29,13.09,2.456,13.4,propria,saude,B,sim,1
57.0,69853.1,11.8,18006.27,22.29,0.258,1.7,propria,pessoal,A,nao,0
55.0,82238.12,10.9,18478.11,20.47,0.225,7.8,arrendada,saude,D,nao,1
33.0,70986.28,13.5,112808.28,16.5,1.589,3.1,arrendada,negocio,A,nao,0
68.0,73731.08,25.3,87711.8,31.52,1.19,14.2,outra,habitacao,A,nao,0
61.0,56315.76,13.9,126477.66,8.03,2.246,12.7,outra,saude,A,nao,0
53.0,107757.61,3.5,284450.69,27.43,2.64,14.3,hipoteca,negocio,D,sim,1
35.0,95401.97,0.7,116999.53,31.17,1.226,12.5,arrendada,educacao,A,sim,1
68.0,89028.45,7.5,125673.43,9.92,1.412,3.3,propria,negocio,C,nao,0
56.0,66113.75,0.3,166305.47,14.93,2.515,12.8,arrendada,habitacao,B,nao,0
67.0,70671.09,12.3,236032.56,21.69,3.34,5.1,arrendada,educacao,B,nao,1
67.0,71474.99,,228241.58,5.42,3.193,9.2,arrendada,saude,B,nao,0
45.0,68597.09,2.4,154073.38,14.93,2.246,12.1,propria,negocio,B,nao,0
57.0,49818.53,4.7,168065.78,7.63,3.374,3.6,outra,pessoal,B,nao,0
32.0,58485.14,25.5,248724.52,27.2,4.253,10.6,arrendada,habitacao,C,nao,1
43.0,54133.11,2.0,254795.7,18.83,4.707,20.0,hipoteca,pessoal,B,nao,0
60.0,54000.81,26.4,271826.37,27.75,5.034,10.0,outra,educacao,C,nao,1
25.0,125112.83,9.4,124905.5,20.75,0.998,16.7,outra,educacao,B,sim,1
55.0,75474.64,2.4,153452.06,17.76,2.033,5.1,,habitacao,D,nao,1
44.0,82387.43,14.3,8570.68,20.77,0.104,12.0,hipoteca,pessoal,B,nao,0
55.0,57387.97,25.6,254367.26,6.23,4.432,3.3,arrendada,saude,A,nao,0
37.0,45365.66,14.1,152813.1,12.26,3.368,12.8,propria,saude,A,nao,0
52.0,63709.72,7.7,221422.3,15.41,3.475,15.0,outra,educacao,A,nao,0
43.0,92006.46,9.6,259900.23,24.74,2.825,8.4,hipoteca,negocio,D,nao,1
66.0,73824.94,24.6,148522.89,23.72,2.012,11.3,arrendada,negocio,B,nao,1
34.0,38745.59,5.2,188162.03,7.34,4.856,17.0,propria,saude,C,sim,1
41.0,35964.73,10.9,298001.73,21.66,8.286,9.9,propria,pessoal,C,nao,1
55.0,48837.77,20.6,244676.67,11.83,5.01,4.3,outra,saude,B,nao,0
40.0,79344.6,3.9,228736.46,9.64,2.883,10.0,outra,saude,C,nao,1
54.0,65723.74,21.0,56781.88,14.68,0.864,8.8,propria,educacao,D,sim,1
68.0,-3697.84,18.9,6409.47,28.66,6409.47,2.2,arrendada,educacao,D,nao,1
39.0,75817.89,16.8,228748.89,18.16,3.017,1.6,outra,habitacao,A,nao,0
58.0,85454.68,7.8,65803.24,5.9,0.77,2.8,propria,pessoal,B,nao,0
47.0,62872.05,3.6,179688.12,22.03,2.858,19.7,outra,pessoal,A,nao,1
52.0,93603.13,9.6,22929.97,15.13,0.245,13.6,hipoteca,saude,C,sim,1
69.0,103277.92,21.9,143431.42,,1.389,3.5,propria,saude,A,nao,0
59.0,114109.44,3.7,224034.53,29.08,1.963,1.9,arrendada,pessoal,B,nao,0
50.0,66641.81,,28950.9,21.38,0.434,17.5,hipoteca,habitacao,A,nao,0
29.0,49378.46,26.6,126850.58,24.32,2.569,10.7,propria,pessoal,A,nao,1
27.0,44683.88,29.8,231673.78,26.42,5.185,6.6,hipoteca,pessoal,D,nao,1
35.0,82474.98,10.3,266397.32,9.59,3.23,12.9,propria,pessoal,B,nao,0
52.0,61046.87,8.3,255883.34,14.57,4.192,3.9,propria,negocio,A,nao,0
54.0,92179.83,8.4,233502.54,17.14,2.533,6.7,outra,pessoal,D,nao,1
21.0,82757.58,6.8,214301.28,11.24,2.59,12.4,outra,habitacao,A,nao,0
67.0,53196.96,12.9,108692.86,22.29,2.043,15.4,hipoteca,pessoal,D,nao,1
54.0,31330.87,27.5,45887.79,16.38,1.465,18.8,outra,saude,D,nao,0
66.0,86826.66,13.9,74215.81,31.65,0.855,12.5,hipoteca,habitacao,A,nao,0
53.0,65528.33,7.2,17053.73,21.41,0.26,9.2,outra,pessoal,A,nao,0
66.0,84985.07,2.5,53466.09,8.37,0.629,10.9,hipoteca,habitacao,B,nao,0
65.0,49014.07,16.7,149864.52,28.03,3.058,2.2,propria,negocio,B,nao,1
39.0,97065.45,6.8,198281.77,9.75,2.043,10.3,arrendada,habitacao,D,sim,1
57.0,91457.92,23.2,6729.79,24.31,0.074,6.5,arrendada,pessoal,B,nao,0
48.0,35858.16,23.3,290230.55,28.76,8.094,7.4,propria,negocio,C,nao,1
66.0,103162.39,25.5,92170.56,31.79,0.893,3.6,outra,pessoal,D,nao,1
62.0,74510.69,25.5,273034.29,13.89,3.664,19.2,outra,habitacao,A,nao,0
54.0,57156.48,15.0,134181.15,31.67,2.348,7.5,hipoteca,saude,B,nao,1
35.0,75284.48,18.6,33717.23,,0.448,16.8,arrendada,negocio,D,sim,1
58.0,65482.64,20.0,169139.16,30.3,2.583,7.3,outra,educacao,B,nao,1
35.0,72361.5,16.8,224022.1,21.64,3.096,12.8,arrendada,pessoal,A,nao,1
43.0,37366.46,6.1,174437.25,20.43,4.668,13.2,propria,educacao,B,nao,1
54.0,89526.42,25.6,249427.64,13.54,2.786,11.6,outra,habitacao,C,sim,1
25.0,94015.82,27.1,130161.5,,1.384,9.3,outra,educacao,C,nao,0
57.0,59744.82,27.7,8638.45,29.38,0.145,1.7,outra,habitacao,B,nao,0
63.0,77114.21,15.3,28199.82,5.68,0.366,14.3,arrendada,pessoal,B,nao,0
56.0,82468.62,29.1,68797.83,6.24,0.834,6.8,propria,pessoal,A,nao,0
32.0,59654.48,29.7,187248.79,14.76,3.139,9.8,propria,pessoal,C,nao,1
63.0,39661.06,2.6,276694.23,31.04,6.976,17.8,arrendada,pessoal,B,nao,1
30.0,91232.01,11.0,144671.08,5.79,1.586,15.4,hipoteca,educacao,A,nao,0
64.0,19562.23,23.8,82769.66,19.01,4.231,17.2,propria,habitacao,D,nao,1
24.0,78727.43,23.0,221530.59,14.35,2.814,11.7,hipoteca,habitacao,D,nao,1
59.0,78205.86,28.3,65571.29,11.57,0.838,6.9,propria,pessoal,C,nao,0
54.0,117901.51,27.4,142854.94,9.7,1.212,12.2,hipoteca,educacao,B,nao,0
60.0,111347.02,14.0,128103.34,,1.15,5.3,propria,saude,B,nao,0
54.0,72208.77,4.7,140004.58,27.43,1.939,3.9,hipoteca,negocio,C,nao,1
28.0,74934.59,9.5,229854.89,,3.067,18.6,arrendada,habitacao,B,nao,0
60.0,92167.6,20.9,217987.57,12.83,2.365,19.0,outra,negocio,B,nao,0
64.0,51333.33,,264141.63,27.57,5.146,5.3,hipoteca,educacao,C,nao,1
33.0,57330.03,,111032.88,11.74,1.937,3.8,hipoteca,educacao,D,nao,0
39.0,61560.97,,259950.57,17.78,4.223,8.5,outra,saude,A,nao,0
59.0,89758.03,2.8,111311.16,5.39,1.24,4.4,outra,educacao,D,nao,0
27.0,105746.16,9.6,254703.48,28.79,2.409,16.1,hipoteca,habitacao,D,nao,1
36.0,74406.63,7.6,175403.35,10.45,2.357,15.3,hipoteca,educacao,A,nao,0
57.0,71243.62,27.0,241760.05,29.79,3.393,17.9,propria,habitacao,C,nao,1
63.0,66457.1,,90692.18,13.26,1.365,19.5,outra,educacao,B,sim,0
42.0,82603.99,26.8,9096.98,21.09,0.11,5.7,arrendada,saude,C,sim,1
56.0,50850.78,5.5,192469.13,30.73,3.785,9.9,arrendada,educacao,A,sim,1
66.0,80672.24,6.3,48750.14,22.04,0.604,16.7,hipoteca,saude,C,nao,1
52.0,84481.99,4.7,235749.8,7.64,2.791,4.4,arrendada,negocio,A,nao,0
38.0,44033.32,25.7,58875.99,22.51,1.337,12.6,propria,saude,B,nao,0
66.0,125823.78,23.1,135282.35,6.21,1.075,17.1,propria,educacao,A,nao,0
37.0,120485.55,22.4,157673.49,28.83,1.309,3.2,arrendada,educacao,A,nao,0
47.0,59595.23,2.6,287797.72,17.02,4.829,19.4,hipoteca,pessoal,A,nao,0
22.0,71732.69,29.2,255077.1,24.42,3.556,5.5,outra,saude,C,nao,1
43.0,12365.19,12.0,294312.35,22.27,23.802,19.3,arrendada,pessoal,B,sim,1
29.0,39361.42,24.1,58427.43,15.31,1.484,15.2,arrendada,pessoal,C,nao,0
53.0,32732.99,16.9,291599.96,13.88,8.908,15.2,propria,saude,C,nao,1
48.0,43598.93,5.9,26494.86,29.19,0.608,4.1,outra,saude,D,nao,1
50.0,87935.24,25.8,148335.56,20.89,1.687,10.7,hipoteca,pessoal,B,nao,0
54.0,36063.09,12.5,139232.65,17.06,3.861,18.4,hipoteca,habitacao,B,nao,0
44.0,85106.38,23.7,13724.73,5.26,0.161,7.1,outra,educacao,B,nao,0
53.0,85981.16,5.0,177661.41,19.65,2.066,12.1,propria,habitacao,B,nao,0
40.0,84285.81,13.3,44075.88,26.4,0.523,18.7,propria,educacao,B,nao,0
66.0,41791.38,5.9,201957.77,20.48,4.833,8.1,propria,educacao,D,nao,1
65.0,73500.48,27.4,72344.72,5.63,0.984,11.9,propria,negocio,B,sim,0
22.0,104392.14,25.9,88336.0,7.99,0.846,5.1,outra,pessoal,D,nao,0
53.0,44294.83,2.4,221182.34,13.97,4.993,12.4,hipoteca,pessoal,B,nao,0
33.0,98667.78,11.7,26390.32,7.58,0.267,5.1,arrendada,negocio,C,nao,0
51.0,101165.84,21.3,185408.39,8.5,1.833,19.0,arrendada,saude,C,sim,1
55.0,63926.94,21.4,98958.34,17.47,1.548,6.2,hipoteca,pessoal,B,nao,0
41.0,99794.6,5.7,83874.64,11.17,0.84,19.4,outra,educacao,A,nao,0
48.0,84875.22,3.8,5669.95,13.09,0.067,5.7,hipoteca,negocio,D,nao,0
32.0,51002.5,2.0,243313.96,25.25,4.771,7.7,hipoteca,saude,A,nao,1
38.0,107354.2,7.3,207260.63,10.11,1.931,1.7,arrendada,pessoal,B,nao,0
30.0,73449.91,22.4,123291.94,24.72,1.679,5.7,hipoteca,saude,A,nao,0
54.0,115054.81,,227370.19,22.06,1.976,15.1,propria,pessoal,B,nao,0
61.0,72015.04,6.1,219350.48,30.65,3.046,15.4,outra,saude,D,nao,1
62.0,87024.92,23.0,145599.84,,1.673,6.5,,pessoal,C,sim,1
66.0,47788.05,4.6,117368.27,12.15,2.456,3.5,outra,saude,A,nao,0
55.0,61566.17,16.3,30451.81,15.85,0.495,10.3,outra,habitacao,B,nao,0
32.0,108132.4,1.3,55591.29,27.5,0.514,13.9,arrendada,educacao,A,nao,0
60.0,98757.64,2.3,115194.86,17.42,1.166,8.5,outra,educacao,C,nao,0
37.0,74482.07,11.2,26849.04,,0.36,10.9,outra,negocio,A,nao,0
61.0,84780.2,14.1,89723.91,11.07,1.058,19.3,propria,pessoal,A,nao,0
59.0,54749.0,16.4,208455.4,25.59,3.807,1.7,outra,pessoal,B,nao,1
38.0,80243.06,23.7,250711.26,11.65,3.124,4.0,propria,negocio,B,nao,0
